Ensemble,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbols
ENSMUSG00000065094,0,NA,NA,NA,NA,Snord1a
ENSMUSG00000110170,0.105205223,0.012263117,0.339825182,0.924860473,NA,NA
ENSMUSG00000078586,0,NA,NA,NA,NA,NA
ENSMUSG00000056032,0.490337439,-0.002026233,0.33976619,0.95581447,NA,NA
ENSMUSG00000009588,0,NA,NA,NA,NA,St6galnac1
ENSMUSG00000098792,0,NA,NA,NA,NA,NA
ENSMUSG00000043857,0.172948568,-0.002156407,0.339760173,0.955821392,NA,Mgat5b
ENSMUSG00000086902,0,NA,NA,NA,NA,NA
ENSMUSG00000085104,0,NA,NA,NA,NA,NA
ENSMUSG00000088529,0,NA,NA,NA,NA,NA
ENSMUSG00000104740,0,NA,NA,NA,NA,Mir6516
ENSMUSG00000093083,0,NA,NA,NA,NA,NA
ENSMUSG00000087057,0.182725151,-0.00615328,0.339843296,0.866853288,NA,NA
ENSMUSG00000089343,0.926043579,-0.028855782,0.341175948,0.373809178,NA,NA
ENSMUSG00000084052,0.580792684,-0.003078703,0.338913391,0.859071974,NA,NA
ENSMUSG00000086050,0.059126247,0.004079511,0.339230089,0.985683,NA,NA
ENSMUSG00000086588,0,NA,NA,NA,NA,Gm11729
ENSMUSG00000083705,0.037674467,-0.000777602,0.339820518,0.955828666,NA,Gm8624
ENSMUSG00000085336,0,NA,NA,NA,NA,Gm11732
ENSMUSG00000110653,0,NA,NA,NA,NA,NA
ENSMUSG00000069588,0.026767908,0.013669554,0.339902126,0.924856205,NA,Gm11733
ENSMUSG00000085419,0.029993507,-0.000791311,0.339821124,0.955828139,NA,NA
ENSMUSG00000054418,1.5609095,-0.026274339,0.338714636,0.517453854,NA,NA
ENSMUSG00000087486,0,NA,NA,NA,NA,NA
ENSMUSG00000087669,0.198490153,0.002094433,0.339279342,0.985674402,NA,NA
ENSMUSG00000025573,1.229587793,-0.003779727,0.333817531,0.96067114,NA,6030468B19Rik
ENSMUSG00000093485,0,NA,NA,NA,NA,NA
ENSMUSG00000070330,0.515637586,0.021047174,0.340246238,0.646559212,NA,Tmem235
ENSMUSG00000085434,2.324218489,0.088500422,0.348790161,0.232030407,NA,NA
ENSMUSG00000082562,0,NA,NA,NA,NA,NA
ENSMUSG00000098958,0.169458232,-0.001337601,0.33979105,0.95582303,NA,Mir6933
ENSMUSG00000085511,1.424962173,0.045601188,0.34277995,0.268311116,NA,NA
ENSMUSG00000080810,0.92125729,0.037847839,0.341780942,0.2998991,NA,NA
ENSMUSG00000017466,14677.85069,-0.788525231,1.762433832,NA,NA,Timp2
ENSMUSG00000017446,2.435188307,-0.1458166,0.385821994,0.007497508,NA,C1qtnf1
ENSMUSG00000086514,0.277759576,-0.006982384,0.339939055,0.688972738,NA,Gm11747
ENSMUSG00000087036,2.840088932,-0.159918659,0.385148133,0.071102216,NA,NA
ENSMUSG00000025576,0.329950358,-0.010077446,0.340037563,0.582524119,NA,Rbfox3
ENSMUSG00000085059,0,NA,NA,NA,NA,NA
ENSMUSG00000077065,0,NA,NA,NA,NA,NA
ENSMUSG00000084887,0,NA,NA,NA,NA,NA
ENSMUSG00000046697,0.03534749,-0.000808025,0.339820908,0.955828139,NA,Enpp7
ENSMUSG00000086306,0.03534749,-0.000808025,0.339820908,0.955828139,NA,NA
ENSMUSG00000086547,0.12976983,-0.001272808,0.339793084,0.955823592,NA,NA
ENSMUSG00000098704,0.028992815,-0.000759138,0.339821615,0.955828666,NA,Mir6934
ENSMUSG00000085548,0.136503357,0.01501352,0.340030953,0.755704909,NA,NA
ENSMUSG00000087404,0.15785306,0.006327837,0.339272518,0.922797293,NA,NA
ENSMUSG00000087675,0,NA,NA,NA,NA,Gm11762
ENSMUSG00000083870,0.503190232,-0.007618179,0.339921961,0.762779904,NA,NA
ENSMUSG00000088670,0.136716254,0.014761375,0.339999462,0.813463656,NA,NA
ENSMUSG00000085207,2.666187332,-0.070783639,0.340616877,0.369365353,NA,Gm11767
ENSMUSG00000086924,2.383969872,-0.079938776,0.339820155,0.377336618,NA,NA
ENSMUSG00000065600,0,NA,NA,NA,NA,Mir338
ENSMUSG00000105524,0,NA,NA,NA,NA,Mir3065
ENSMUSG00000113114,0,NA,NA,NA,NA,NA
ENSMUSG00000093075,0.491705395,-0.001752059,0.339316984,0.844571558,NA,NA
ENSMUSG00000086750,0.928316391,0.016768209,0.337696018,0.73313113,NA,NA
ENSMUSG00000104657,0,NA,NA,NA,NA,NA
ENSMUSG00000093264,0,NA,NA,NA,NA,NA
ENSMUSG00000098955,0,NA,NA,NA,NA,Mir6935
ENSMUSG00000025380,2.499021721,0.007527983,0.325304164,0.936185051,NA,Fscn2
ENSMUSG00000025386,2.548636128,-0.157779432,0.39059653,0.014788993,NA,Pde6g
ENSMUSG00000086929,2.846941385,-0.140982539,0.377955087,0.038491981,NA,NA
ENSMUSG00000084983,0,NA,NA,NA,NA,NA
ENSMUSG00000025127,1.881460323,-0.019859798,0.337022797,0.713066456,NA,Gcgr
ENSMUSG00000025129,1.244812926,0.076378197,0.347039497,0.229725742,NA,Ppp1r27
ENSMUSG00000102881,2.412470919,0.065014522,0.340182898,0.39037847,NA,NA
ENSMUSG00000044034,2.470154867,-0.072797943,0.343048782,0.316923043,NA,Npb
ENSMUSG00000098282,0,NA,NA,NA,NA,Mir6936
ENSMUSG00000084822,0,NA,NA,NA,NA,NA
ENSMUSG00000042988,0.211223635,-0.001406068,0.339788357,0.955820011,NA,Notum
ENSMUSG00000053613,0,NA,NA,NA,NA,NA
ENSMUSG00000090758,0,NA,NA,NA,NA,NA
ENSMUSG00000083618,0,NA,NA,NA,NA,Gm11771
ENSMUSG00000087638,0.074478764,0.011996492,0.339806412,0.924859193,NA,NA
ENSMUSG00000081686,0.029035006,-0.000759315,0.339821992,0.955828666,NA,NA
ENSMUSG00000086835,0,NA,NA,NA,NA,NA
ENSMUSG00000080616,0,NA,NA,NA,NA,Gm22152
ENSMUSG00000025163,0.209765645,-0.002240113,0.339760105,0.955819121,NA,Cd7
ENSMUSG00000039364,0.043691301,-0.000792086,0.339820303,0.955828666,NA,Sectm1b
ENSMUSG00000083137,0.027729744,-0.00082829,0.339822375,0.955828666,NA,NA
ENSMUSG00000084853,0.023699742,0.013294705,0.339876295,0.924856205,NA,NA
ENSMUSG00000082510,0.462288924,0.009613538,0.339579471,0.907983649,NA,NA
ENSMUSG00000039337,0.048896347,-0.000801876,0.339819422,0.955828139,NA,Tex19.2
ENSMUSG00000039329,0.231060603,-0.001801779,0.339771971,0.955820116,NA,Tex19.1
ENSMUSG00000039321,0,NA,NA,NA,NA,Uts2r
ENSMUSG00000081835,0.166338673,-0.000903454,0.339813582,0.955823597,NA,NA
ENSMUSG00000025170,2.345900907,-0.075064226,0.349145049,0.130375652,NA,Rab40b
ENSMUSG00000098981,0,NA,NA,NA,NA,Mir7236
ENSMUSG00000083155,0,NA,NA,NA,NA,NA
ENSMUSG00000099690,0,NA,NA,NA,NA,NA
ENSMUSG00000085970,0,NA,NA,NA,NA,NA
ENSMUSG00000039198,0.267740133,-0.002377226,0.339757263,0.955814429,NA,Ptchd3
ENSMUSG00000084401,0,NA,NA,NA,NA,NA
ENSMUSG00000086684,0,NA,NA,NA,NA,NA
ENSMUSG00000082947,0,NA,NA,NA,NA,NA
ENSMUSG00000082831,0,NA,NA,NA,NA,NA
ENSMUSG00000113740,0,NA,NA,NA,NA,Gm8598
ENSMUSG00000113763,0,NA,NA,NA,NA,NA
ENSMUSG00000091834,0,NA,NA,NA,NA,NA
ENSMUSG00000113784,0,NA,NA,NA,NA,NA
ENSMUSG00000113920,0,NA,NA,NA,NA,Gm18783
ENSMUSG00000113560,0,NA,NA,NA,NA,NA
ENSMUSG00000113651,2.073696232,-0.096669241,0.349477267,0.238247375,NA,Gm4900
ENSMUSG00000112973,0,NA,NA,NA,NA,NA
ENSMUSG00000091304,0,NA,NA,NA,NA,NA
ENSMUSG00000113271,0,NA,NA,NA,NA,NA
ENSMUSG00000112968,0,NA,NA,NA,NA,NA
ENSMUSG00000113636,0.027729744,-0.00082829,0.339822375,0.955828666,NA,Gm8616
ENSMUSG00000096107,0,NA,NA,NA,NA,NA
ENSMUSG00000113534,0,NA,NA,NA,NA,Gm19163
ENSMUSG00000097709,1.565847863,0.083352103,0.351669823,0.15302773,NA,2810429I04Rik
ENSMUSG00000088475,0.102304193,-0.006839101,0.339913797,0.740490002,NA,NA
ENSMUSG00000113759,0,NA,NA,NA,NA,NA
ENSMUSG00000113259,0,NA,NA,NA,NA,NA
ENSMUSG00000063130,0.03235834,-0.005891822,0.339819188,0.866858651,NA,Calml3
ENSMUSG00000114091,0,NA,NA,NA,NA,NA
ENSMUSG00000033765,0.171374465,-0.001818788,0.339772508,0.955819778,NA,Calm4
ENSMUSG00000099269,0,NA,NA,NA,NA,Calm5
ENSMUSG00000021216,0,NA,NA,NA,NA,Tubal3
ENSMUSG00000044988,0,NA,NA,NA,NA,Ucn3
ENSMUSG00000093010,0,NA,NA,NA,NA,NA
ENSMUSG00000113667,0,NA,NA,NA,NA,NA
ENSMUSG00000110055,0,NA,NA,NA,NA,NA
ENSMUSG00000033715,0.70964733,-0.011926778,0.340020409,0.681980777,NA,Akr1c14
ENSMUSG00000113788,0,NA,NA,NA,NA,NA
ENSMUSG00000113517,0,NA,NA,NA,NA,NA
ENSMUSG00000113744,0,NA,NA,NA,NA,NA
ENSMUSG00000112986,0,NA,NA,NA,NA,Gm2123
ENSMUSG00000071551,0.222895384,-0.008252223,0.339933929,0.747513418,NA,Akr1c19
ENSMUSG00000086265,0,NA,NA,NA,NA,NA
ENSMUSG00000113175,0,NA,NA,NA,NA,NA
ENSMUSG00000113004,0,NA,NA,NA,NA,NA
ENSMUSG00000021210,0.189257137,-0.007090751,0.339948698,0.638327822,NA,Akr1c6
ENSMUSG00000113214,0,NA,NA,NA,NA,NA
ENSMUSG00000054757,0.038632251,-0.006033069,0.339832613,0.866858651,NA,Akr1c20
ENSMUSG00000021207,0.808875969,-0.007797802,0.338353169,0.772528035,NA,Akr1c21
ENSMUSG00000094772,1.846071337,0.095641057,0.354711366,0.154173427,NA,NA
ENSMUSG00000113717,0,NA,NA,NA,NA,NA
ENSMUSG00000053499,0,NA,NA,NA,NA,NA
ENSMUSG00000113866,0.565455824,-0.015936768,0.340308764,0.4488616,NA,NA
ENSMUSG00000077473,0,NA,NA,NA,NA,Gm24790
ENSMUSG00000113668,0.050779022,-0.0008267,0.339819137,0.955827251,NA,NA
ENSMUSG00000114098,0.29467751,-0.006121746,0.339840385,0.866847869,NA,NA
ENSMUSG00000080562,0,NA,NA,NA,NA,NA
ENSMUSG00000100625,0.272319374,0.013554088,0.339565876,0.751844301,NA,1700016G22Rik
ENSMUSG00000077971,0.026145772,-0.000761006,0.339822084,0.955828666,NA,NA
ENSMUSG00000113054,0.163393333,-0.006780512,0.339909329,0.751706934,NA,NA
ENSMUSG00000113483,0,NA,NA,NA,NA,NA
ENSMUSG00000113765,0,NA,NA,NA,NA,NA
ENSMUSG00000114097,0,NA,NA,NA,NA,Gm35615
ENSMUSG00000101540,0,NA,NA,NA,NA,NA
ENSMUSG00000114195,0,NA,NA,NA,NA,NA
ENSMUSG00000068324,2.607974824,0.107045128,0.355895516,0.163065281,NA,Gm10029
ENSMUSG00000113545,0,NA,NA,NA,NA,NA
ENSMUSG00000113932,0,NA,NA,NA,NA,NA
ENSMUSG00000114017,0,NA,NA,NA,NA,NA
ENSMUSG00000076407,0,NA,NA,NA,NA,NA
ENSMUSG00000113241,0,NA,NA,NA,NA,NA
ENSMUSG00000113112,0,NA,NA,NA,NA,Gm8725
ENSMUSG00000113225,0,NA,NA,NA,NA,NA
ENSMUSG00000112939,0,NA,NA,NA,NA,NA
ENSMUSG00000113828,0,NA,NA,NA,NA,NA
ENSMUSG00000113316,0,NA,NA,NA,NA,NA
ENSMUSG00000113508,0,NA,NA,NA,NA,NA
ENSMUSG00000113412,0.218272413,-0.002683806,0.339752085,0.955817536,NA,NA
ENSMUSG00000114126,0,NA,NA,NA,NA,NA
ENSMUSG00000052551,0.130823366,0.010156782,0.339725042,0.924861989,NA,Adarb2
ENSMUSG00000113810,0,NA,NA,NA,NA,NA
ENSMUSG00000113073,0,NA,NA,NA,NA,NA
ENSMUSG00000113978,0,NA,NA,NA,NA,NA
ENSMUSG00000113742,0,NA,NA,NA,NA,NA
ENSMUSG00000113391,0,NA,NA,NA,NA,NA
ENSMUSG00000113589,1.092761369,0.004692437,0.334414841,0.963299817,NA,NA
ENSMUSG00000113245,0.054497651,0.012470696,0.33983425,0.924857782,NA,NA
ENSMUSG00000076030,0,NA,NA,NA,NA,NA
ENSMUSG00000061988,0.036023225,-0.000791731,0.339821176,0.955828666,NA,Rpl10a-ps2
ENSMUSG00000021148,0,NA,NA,NA,NA,Idi2l
ENSMUSG00000077484,0,NA,NA,NA,NA,Gm25274
ENSMUSG00000096771,0,NA,NA,NA,NA,NA
ENSMUSG00000033520,0.027726813,-0.000774644,0.339821421,0.955828139,NA,Idi2
ENSMUSG00000095414,0,NA,NA,NA,NA,NA
ENSMUSG00000113466,0,NA,NA,NA,NA,NA
ENSMUSG00000113731,0.121927176,-0.006211264,0.339849244,0.866853596,NA,NA
ENSMUSG00000113543,0,NA,NA,NA,NA,NA
ENSMUSG00000088442,1.162420025,0.055234535,0.34468538,0.272849844,NA,NA
ENSMUSG00000099428,1.127363145,0.001740247,0.335919047,0.996014638,NA,NA
ENSMUSG00000113936,0.394754368,-0.021622717,0.339992451,0.729238145,NA,Gm8784
ENSMUSG00000113455,0,NA,NA,NA,NA,NA
ENSMUSG00000113755,0,NA,NA,NA,NA,NA
ENSMUSG00000113922,0.134798443,0.017274538,0.340209459,0.692991345,NA,NA
ENSMUSG00000113984,0.095393666,0.002757275,0.339247584,0.985680887,NA,NA
ENSMUSG00000113065,0.544847346,0.015260509,0.339944867,0.679814962,NA,NA
ENSMUSG00000113869,0.05728587,0.012477885,0.339835325,0.924857782,NA,NA
ENSMUSG00000112955,0.142872826,-0.005884372,0.339820555,0.866851719,NA,NA
ENSMUSG00000112948,0.050056209,-0.005965119,0.339826321,0.866856567,NA,NA
ENSMUSG00000113905,0.475299273,0.006659065,0.33864845,0.85632328,NA,NA
ENSMUSG00000088366,0.078371977,-0.006725754,0.339903538,0.751709709,NA,NA
ENSMUSG00000113355,0.359288297,-0.004588262,0.339628872,0.686404592,NA,NA
ENSMUSG00000114138,1.599641798,-0.03871567,0.340524647,0.37243204,NA,NA
ENSMUSG00000113885,0.463031905,-0.020406451,0.340463653,0.489279431,NA,NA
ENSMUSG00000113754,0,NA,NA,NA,NA,NA
ENSMUSG00000113146,0,NA,NA,NA,NA,NA
ENSMUSG00000113502,0,NA,NA,NA,NA,NA
ENSMUSG00000113680,0,NA,NA,NA,NA,NA
ENSMUSG00000113695,0,NA,NA,NA,NA,NA
ENSMUSG00000113261,0.023699742,0.013294705,0.339876295,0.924856205,NA,NA
ENSMUSG00000097009,0.097075019,-0.006787467,0.339915977,0.717874329,NA,NA
ENSMUSG00000113758,0,NA,NA,NA,NA,NA
ENSMUSG00000113243,0,NA,NA,NA,NA,NA
ENSMUSG00000093260,0,NA,NA,NA,NA,NA
ENSMUSG00000114134,0,NA,NA,NA,NA,NA
ENSMUSG00000113673,0.027835437,-0.000743005,0.339821155,0.955828139,NA,NA
ENSMUSG00000077618,0,NA,NA,NA,NA,Gm25496
ENSMUSG00000113593,0,NA,NA,NA,NA,NA
ENSMUSG00000113799,0,NA,NA,NA,NA,NA
ENSMUSG00000021313,0.817469116,-0.001734768,0.33613172,0.971150809,NA,Ryr2
ENSMUSG00000113269,0,NA,NA,NA,NA,NA
ENSMUSG00000098110,0,NA,NA,NA,NA,NA
ENSMUSG00000112947,0,NA,NA,NA,NA,NA
ENSMUSG00000113347,0,NA,NA,NA,NA,NA
ENSMUSG00000113848,0,NA,NA,NA,NA,Gm16419
ENSMUSG00000113789,1.696007838,0.064919531,0.342674323,0.337080299,NA,NA
ENSMUSG00000113036,1.607134871,0.07693856,0.341010939,0.36856252,NA,NA
ENSMUSG00000052374,0.299703064,-0.002363753,0.339757246,0.955815877,NA,Actn2
ENSMUSG00000094185,0,NA,NA,NA,NA,Gm5445
ENSMUSG00000113931,1.009906782,0.027210958,0.338367726,0.60978285,NA,NA
ENSMUSG00000114115,0.166930185,-0.002176456,0.339761124,0.955820543,NA,NA
ENSMUSG00000065158,0.629626979,0.019378847,0.339569226,0.596050667,NA,NA
ENSMUSG00000088112,0,NA,NA,NA,NA,NA
ENSMUSG00000113021,0,NA,NA,NA,NA,NA
ENSMUSG00000113308,0.075348933,-0.000836895,0.339817401,0.955826421,NA,NA
ENSMUSG00000113996,0,NA,NA,NA,NA,NA
ENSMUSG00000113148,0,NA,NA,NA,NA,NA
ENSMUSG00000113914,0.358036334,-0.010673242,0.339804925,0.81656877,NA,NA
ENSMUSG00000078141,0,NA,NA,NA,NA,NA
ENSMUSG00000113448,0,NA,NA,NA,NA,NA
ENSMUSG00000056457,0.304531869,-0.002375379,0.339756533,0.955812801,NA,Prl2c3
ENSMUSG00000113053,0,NA,NA,NA,NA,Gm18262
ENSMUSG00000113117,0.416390849,-0.001469028,0.339785662,0.955818258,NA,Gm2544
ENSMUSG00000113353,0,NA,NA,NA,NA,Gm18878
ENSMUSG00000113256,0,NA,NA,NA,NA,NA
ENSMUSG00000113049,0,NA,NA,NA,NA,NA
ENSMUSG00000113150,0,NA,NA,NA,NA,Gm18263
ENSMUSG00000113567,0,NA,NA,NA,NA,Gm32300
ENSMUSG00000113624,0,NA,NA,NA,NA,Gm18879
ENSMUSG00000113319,0,NA,NA,NA,NA,Gm9628
ENSMUSG00000113675,0,NA,NA,NA,NA,Gm18259
ENSMUSG00000113908,0,NA,NA,NA,NA,NA
ENSMUSG00000055360,0.319723554,-0.002352709,0.339757135,0.955816903,NA,Prl2c5
ENSMUSG00000113221,0,NA,NA,NA,NA,Gm18880
ENSMUSG00000113371,0,NA,NA,NA,NA,NA
ENSMUSG00000113729,0,NA,NA,NA,NA,NA
ENSMUSG00000061724,2.72115842,-0.106743159,0.350603099,0.249718459,NA,NA
ENSMUSG00000114152,0.184384033,0.00726776,0.339280322,0.912088211,NA,NA
ENSMUSG00000112938,0,NA,NA,NA,NA,NA
ENSMUSG00000096198,0,NA,NA,NA,NA,NA
ENSMUSG00000113027,0,NA,NA,NA,NA,NA
ENSMUSG00000110123,0.252455176,0.008084498,0.339260464,0.870380653,NA,NA
ENSMUSG00000084734,0,NA,NA,NA,NA,NA
ENSMUSG00000088470,0,NA,NA,NA,NA,NA
ENSMUSG00000113445,0,NA,NA,NA,NA,NA
ENSMUSG00000113444,0,NA,NA,NA,NA,NA
ENSMUSG00000094865,0,NA,NA,NA,NA,NA
ENSMUSG00000113380,0,NA,NA,NA,NA,NA
ENSMUSG00000114068,0.070694981,-0.000868657,0.339817783,0.955826376,NA,NA
ENSMUSG00000087898,0.059126247,0.004079511,0.339230089,0.985683,NA,NA
ENSMUSG00000113493,0.055459487,-0.000811209,0.339818941,0.955827239,NA,NA
ENSMUSG00000113811,0.282648651,-0.008125962,0.339845724,0.846400755,NA,NA
ENSMUSG00000113258,0.027989439,-0.00076186,0.339821865,0.955828666,NA,Gm7446
ENSMUSG00000114087,0,NA,NA,NA,NA,Gm7046
ENSMUSG00000113310,0.888153414,0.001903656,0.337263328,0.990068854,NA,NA
ENSMUSG00000096192,0.848929037,0.116357083,0.367708913,0.026528345,NA,NA
ENSMUSG00000113819,0.419096874,-0.017163187,0.339772473,0.750497143,NA,NA
ENSMUSG00000064653,0.056870443,-0.001187761,0.339798008,0.955826556,NA,Gm26129
ENSMUSG00000077802,0,NA,NA,NA,NA,NA
ENSMUSG00000113563,0,NA,NA,NA,NA,Gm2492
ENSMUSG00000021301,0.403756131,-0.001976216,0.339767108,0.955815686,NA,Hecw1
ENSMUSG00000113981,0,NA,NA,NA,NA,NA
ENSMUSG00000113654,0,NA,NA,NA,NA,NA
ENSMUSG00000113345,0,NA,NA,NA,NA,NA
ENSMUSG00000113627,0,NA,NA,NA,NA,Gm32526
ENSMUSG00000089624,0.10707163,0.018496079,0.340307219,0.69298937,NA,NA
ENSMUSG00000113686,0,NA,NA,NA,NA,NA
ENSMUSG00000114176,0,NA,NA,NA,NA,NA
ENSMUSG00000113240,0.282625484,-0.007107536,0.339953244,0.641005631,NA,NA
ENSMUSG00000113389,1.849876491,0.045990333,0.329967033,0.625211602,NA,NA
ENSMUSG00000113410,0,NA,NA,NA,NA,Gm20043
ENSMUSG00000097806,0.069001057,-0.000815603,0.339818031,0.955827015,NA,NA
ENSMUSG00000097684,0,NA,NA,NA,NA,NA
ENSMUSG00000113191,0,NA,NA,NA,NA,NA
ENSMUSG00000113309,0.10577667,-0.001276643,0.339792858,0.955823428,NA,NA
ENSMUSG00000113960,0.61475625,-0.003277837,0.339704575,0.940819275,NA,4933412O06Rik
ENSMUSG00000113338,0.03534749,-0.000808025,0.339820908,0.955828139,NA,A530046M15Rik
ENSMUSG00000113290,0.064195734,-0.000882515,0.339818249,0.955826597,NA,NA
ENSMUSG00000114057,0.03534749,-0.000808025,0.339820908,0.955828139,NA,NA
ENSMUSG00000113080,0,NA,NA,NA,NA,NA
ENSMUSG00000113224,1.142816603,0.016131618,0.339629742,0.87717976,NA,NA
ENSMUSG00000095584,0,NA,NA,NA,NA,NA
ENSMUSG00000113715,0,NA,NA,NA,NA,Gm6562
ENSMUSG00000112962,0,NA,NA,NA,NA,NA
ENSMUSG00000113038,0,NA,NA,NA,NA,NA
ENSMUSG00000113322,0,NA,NA,NA,NA,NA
ENSMUSG00000113924,0,NA,NA,NA,NA,NA
ENSMUSG00000113232,0,NA,NA,NA,NA,NA
ENSMUSG00000112969,0.081523038,-0.001258187,0.339795943,0.955825598,NA,NA
ENSMUSG00000113972,0,NA,NA,NA,NA,NA
ENSMUSG00000113862,0.090158863,-0.006185293,0.339846271,0.866856567,NA,Gm7537
ENSMUSG00000087872,0,NA,NA,NA,NA,NA
ENSMUSG00000113851,0,NA,NA,NA,NA,NA
ENSMUSG00000114114,0.055670874,-0.000825258,0.339818195,0.955826245,NA,NA
ENSMUSG00000098218,0,NA,NA,NA,NA,NA
ENSMUSG00000094754,0.027835437,-0.000743005,0.339821155,0.955828139,NA,NA
ENSMUSG00000113024,0,NA,NA,NA,NA,NA
ENSMUSG00000113219,0,NA,NA,NA,NA,Gm17890
ENSMUSG00000113889,0,NA,NA,NA,NA,NA
ENSMUSG00000094665,0.142723742,0.009732733,0.339702855,0.924863001,NA,NA
ENSMUSG00000113045,2.781534481,-0.04013517,0.332017511,0.621156025,NA,NA
ENSMUSG00000080574,1.518628622,0.06222083,0.341377437,0.369559452,NA,Mir466i
ENSMUSG00000095025,0,NA,NA,NA,NA,NA
ENSMUSG00000081285,0,NA,NA,NA,NA,Gm18859
ENSMUSG00000114177,2.331134025,0.134497901,0.369059668,0.117214754,NA,Gm18362
ENSMUSG00000113100,1.203560934,0.041701625,0.336564758,0.570970387,NA,NA
ENSMUSG00000113528,1.871443065,-0.037663157,0.337293847,0.53898403,NA,NA
ENSMUSG00000113688,0.352118229,0.01476275,0.340033728,0.672328497,NA,NA
ENSMUSG00000114077,0.077011206,-0.000820496,0.339817594,0.955826933,NA,NA
ENSMUSG00000113030,0,NA,NA,NA,NA,NA
ENSMUSG00000113847,0,NA,NA,NA,NA,NA
ENSMUSG00000113496,0,NA,NA,NA,NA,NA
ENSMUSG00000113470,0,NA,NA,NA,NA,4930448F12Rik
ENSMUSG00000113893,0,NA,NA,NA,NA,NA
ENSMUSG00000009734,0.055459487,-0.000811209,0.339818941,0.955827239,NA,Pou6f2
ENSMUSG00000114118,0,NA,NA,NA,NA,NA
ENSMUSG00000089046,0,NA,NA,NA,NA,Gm26172
ENSMUSG00000021314,0.481707755,0.008099062,0.33843469,0.821677925,NA,Amph
ENSMUSG00000113576,0,NA,NA,NA,NA,NA
ENSMUSG00000113993,0,NA,NA,NA,NA,NA
ENSMUSG00000113028,0,NA,NA,NA,NA,Gm18065
ENSMUSG00000114080,0,NA,NA,NA,NA,NA
ENSMUSG00000113378,0,NA,NA,NA,NA,NA
ENSMUSG00000105715,0,NA,NA,NA,NA,NA
ENSMUSG00000076744,0,NA,NA,NA,NA,Trgv7
ENSMUSG00000076745,0,NA,NA,NA,NA,Trgv4
ENSMUSG00000076746,0,NA,NA,NA,NA,Trgv6
ENSMUSG00000076747,0,NA,NA,NA,NA,Trgv5
ENSMUSG00000104962,0,NA,NA,NA,NA,Trgj1
ENSMUSG00000076749,0.096707722,-0.001256939,0.339794305,0.955825521,NA,Trgc1
ENSMUSG00000076750,0,NA,NA,NA,NA,Trgv3
ENSMUSG00000104630,0,NA,NA,NA,NA,Trgj3
ENSMUSG00000091682,0,NA,NA,NA,NA,Trgc3
ENSMUSG00000076752,0,NA,NA,NA,NA,Trgc2
ENSMUSG00000105830,0,NA,NA,NA,NA,Trgj2
ENSMUSG00000076754,0,NA,NA,NA,NA,Trgv2
ENSMUSG00000076755,0,NA,NA,NA,NA,Trgv1
ENSMUSG00000098799,0,NA,NA,NA,NA,Trgj4
ENSMUSG00000076757,0.30159463,0.010597098,0.339772898,0.823497054,NA,Trgc4
ENSMUSG00000105848,1.536447972,-0.034799236,0.331114749,0.665119351,NA,NA
ENSMUSG00000104959,0,NA,NA,NA,NA,Gm18131
ENSMUSG00000114189,0,NA,NA,NA,NA,9330199G10Rik
ENSMUSG00000113251,0,NA,NA,NA,NA,Gm18363
ENSMUSG00000021319,3.068745647,-0.014008791,0.33709898,0.713147474,NA,Sfrp4
ENSMUSG00000041138,0.145697007,-0.002120824,0.339762338,0.955822158,NA,Nme8
ENSMUSG00000114009,0,NA,NA,NA,NA,NA
ENSMUSG00000047462,0.96904036,0.044053892,0.341521215,0.328664185,NA,Gpr141b
ENSMUSG00000113542,0.663087368,0.011140389,0.339488891,0.891227475,NA,Gm19154
ENSMUSG00000050243,1.475465638,-0.040955675,0.334105522,0.594277882,NA,NA
ENSMUSG00000113649,2.831034013,0.024737752,0.330347174,0.768918368,NA,NA
ENSMUSG00000113313,0.827490585,0.026657893,0.338327155,0.570455162,NA,NA
ENSMUSG00000113183,1.912698864,0.146219532,0.383118281,0.026017036,NA,NA
ENSMUSG00000113557,2.354783685,0.090296758,0.345548012,0.304793694,NA,NA
ENSMUSG00000113130,0,NA,NA,NA,NA,NA
ENSMUSG00000097951,0.085021356,-0.000842807,0.339817172,0.955826595,NA,NA
ENSMUSG00000113168,0.03534749,-0.000808025,0.339820908,0.955828139,NA,Gm7614
ENSMUSG00000114070,1.576743086,0.088251386,0.352987086,0.148769085,NA,NA
ENSMUSG00000088989,0.957611797,0.044187537,0.34222794,0.454171835,NA,NA
ENSMUSG00000042869,0,NA,NA,NA,NA,Or2p2
ENSMUSG00000060404,0,NA,NA,NA,NA,NA
ENSMUSG00000071522,0,NA,NA,NA,NA,Or2w1
ENSMUSG00000045474,0,NA,NA,NA,NA,Or2ad1
ENSMUSG00000004344,0,NA,NA,NA,NA,Gpx5
ENSMUSG00000084414,0.037674467,-0.000777602,0.339820518,0.955828666,NA,NA
ENSMUSG00000004341,0,NA,NA,NA,NA,Gpx6
ENSMUSG00000045508,0,NA,NA,NA,NA,Or2b28
ENSMUSG00000118616,0,NA,NA,NA,NA,NA
ENSMUSG00000081191,0.054197044,-0.000816777,0.339818782,0.955827104,NA,NA
ENSMUSG00000098790,1.085310457,0.078315326,0.347913443,0.212683525,NA,Mir6942
ENSMUSG00000118467,0.087105017,-0.000853532,0.339816963,0.955826382,NA,NA
